Province/State,Country/Region,Last Update,Confirmed,Suspected,Recovered,Deaths
Hubei,Mainland China,1/24/2020 12:00 PM,549,,31,24
Guangdong,Mainland China,1/24/2020 12:00 PM,53,,2
Zhejiang,Mainland China,1/24/2020 12:00 PM,43,,1
Beijing,Mainland China,1/24/2020 12:00 PM,36,,1
Chongqing,Mainland China,1/24/2020 12:00 PM,27,13
Hunan,Mainland China,1/24/2020 12:00 PM,24
Guangxi,Mainland China,1/24/2020 12:00 PM,23
Shanghai,Mainland China,1/24/2020 12:00 PM,20,22,1
Jiangxi,Mainland China,1/24/2020 12:00 PM,18
Sichuan,Mainland China,1/24/2020 12:00 PM,15,4
Shandong,Mainland China,1/24/2020 12:00 PM,15
Anhui,Mainland China,1/24/2020 12:00 PM,15,4
Fujian,Mainland China,1/24/2020 12:00 PM,10,2
Henan,Mainland China,1/24/2020 12:00 PM,9,42
Jiangsu,Mainland China,1/24/2020 12:00 PM,9
Hainan,Mainland China,1/24/2020 12:00 PM,8,32
Tianjin,Mainland China,1/24/2020 12:00 PM,8
Yunnan,Mainland China,1/24/2020 12:00 PM,5
Shaanxi,Mainland China,1/24/2020 12:00 PM,5
Heilongjiang,Mainland China,1/24/2020 12:00 PM,4,,,1
Liaoning,Mainland China,1/24/2020 12:00 PM,4
Guizhou,Mainland China,1/24/2020 12:00 PM,3
Jilin,Mainland China,1/24/2020 12:00 PM,3
Taiwan,Taiwan,1/24/2020 12:00 PM,3
Ningxia,Mainland China,1/24/2020 12:00 PM,2,1
Hong Kong,Hong Kong,1/24/2020 12:00 PM,2,36
Macau,Macau,1/24/2020 12:00 PM,2
Hebei,Mainland China,1/24/2020 12:00 PM,2,,,1
Gansu,Mainland China,1/24/2020 12:00 PM,2
Xinjiang,Mainland China,1/24/2020 12:00 PM,2
Shanxi,Mainland China,1/24/2020 12:00 PM,1
Inner Mongolia,Mainland China,1/24/2020 12:00 PM,1,2
Qinghai,Mainland China,1/24/2020 12:00 PM,,1
Washington,US,1/24/2020 12:00 PM,1
Chicago,US,1/24/2020 12:00 PM,1
,Japan,1/24/2020 12:00 PM,2
,Thailand,1/24/2020 12:00 PM,5
,South Korea,1/24/2020 12:00 PM,2
,Singapore,1/24/2020 12:00 PM,3
,Vietnam,1/24/2020 12:00 PM,2
,France,1/24/2020 4:00 PM,2
