Province/State,Country/Region,Last Update,Confirmed,Suspected
Anhui,Mainland China,1/22/2020 12:00,1,4
Beijing,Mainland China,1/22/2020 12:00,14
Chongqing,Mainland China,1/22/2020 12:00,6
Fujian,Mainland China,1/22/2020 12:00,1
Gansu,Mainland China,1/22/2020 12:00
Guangdong,Mainland China,1/22/2020 12:00,26,1
Guangxi,Mainland China,1/22/2020 12:00,2,1
Guizhou,Mainland China,1/22/2020 12:00,1
Hainan,Mainland China,1/22/2020 12:00,4
Hebei,Mainland China,1/22/2020 12:00,1
Heilongjiang,Mainland China,1/22/2020 12:00,,1
Henan,Mainland China,1/22/2020 12:00,5
Hong Kong,Mainland China,1/22/2020 12:00,,117
Hubei,Mainland China,1/22/2020 12:00,444
Hunan,Mainland China,1/22/2020 12:00,4
Inner Mongolia,Mainland China,1/22/2020 12:00
Jiangsu,Mainland China,1/22/2020 12:00,1
Jiangxi,Mainland China,1/22/2020 12:00,2
Jilin,Mainland China,1/22/2020 12:00,,1
Liaoning,Mainland China,1/22/2020 12:00,2
Macau,Mainland China,1/22/2020 12:00,1
Ningxia,Mainland China,1/22/2020 12:00,1
Qinghai,Mainland China,1/22/2020 12:00
Shaanxi,Mainland China,1/22/2020 12:00
Shandong,Mainland China,1/22/2020 12:00,2
Shanghai,Mainland China,1/22/2020 12:00,9,10
Shanxi,Mainland China,1/22/2020 12:00,1
Sichuan,Mainland China,1/22/2020 12:00,5,2
Taiwan,Mainland China,1/22/2020 12:00,1
Tianjin,Mainland China,1/22/2020 12:00,4
Tibet,Mainland China,1/22/2020 12:00
Washington,US,1/22/2020 12:00,1
Xinjiang,Mainland China,1/22/2020 12:00
Yunnan,Mainland China,1/22/2020 12:00,1
Zhejiang,Mainland China,1/22/2020 12:00,10
,Japan,1/22/2020 12:00,2
,Thailand,1/22/2020 12:00,2
,South Korea,1/22/2020 12:00,1
